Product_Category,Date,Customer_Region,Sum of Order_Demand
Category_001,22016,west,460
Category_001,32012,north,28824
Category_001,32012,south,1342
Category_001,32012,west,442
Category_001,32013,north,23753
Category_001,32013,south,1135
Category_001,32013,west,2077
Category_001,32014,east,187
Category_001,32014,north,34156
Category_001,32014,south,1376
Category_001,32014,west,776
Category_001,32015,north,30999
Category_001,32015,south,1757
Category_001,32015,west,1882
Category_001,32016,east,50
Category_001,32016,north,38189
Category_001,32016,south,530
Category_001,32016,west,1060
Category_001,42012,north,19795
Category_001,42012,south,585
Category_001,42012,west,1051
Category_001,42013,north,22491
Category_001,42013,south,1593
Category_001,42013,west,472
Category_001,42014,east,63
Category_001,42014,north,23705
Category_001,42014,south,1007
Category_001,42014,west,1244
Category_001,42015,north,28133
Category_001,42015,south,1602
Category_001,42015,west,1223
Category_001,42016,east,47
Category_001,42016,north,31784
Category_001,42016,south,520
Category_001,42016,west,935
Category_001,52012,north,19311
Category_001,52012,south,878
Category_001,52012,west,233
Category_001,52013,north,19794
Category_001,52013,south,1684
Category_001,52013,west,134
Category_001,52014,east,29
Category_001,52014,north,25680
Category_001,52014,south,2457
Category_001,52014,west,401
Category_001,52015,east,14
Category_001,52015,north,23114
Category_001,52015,south,895
Category_001,52015,west,1502
Category_001,52016,east,11
Category_001,52016,north,25777
Category_001,52016,south,159
Category_001,52016,west,635
Category_001,62012,north,19269
Category_001,62012,south,514
Category_001,62012,west,1446
Category_001,62013,east,51
Category_001,62013,north,19297
Category_001,62013,south,2903
Category_001,62013,west,791
Category_001,62014,east,79
Category_001,62014,north,27345
Category_001,62014,south,1000
Category_001,62014,west,799
Category_001,62015,north,30344
Category_001,62015,south,3463
Category_001,62015,west,2437
Category_001,62016,north,34596
Category_001,62016,south,108
Category_001,62016,west,1178
Category_001,72012,north,18890
Category_001,72012,south,585
Category_001,72012,west,1117
Category_001,72013,east,37
Category_001,72013,north,28661
Category_001,72013,south,1283
Category_001,72013,west,506
Category_001,72014,east,177
Category_001,72014,north,29992
Category_001,72014,south,1646
Category_001,72014,west,1159
Category_001,72015,north,31301
Category_001,72015,south,877
Category_001,72015,west,2057
Category_001,72016,east,2
Category_001,72016,north,30026
Category_001,72016,south,371
Category_001,72016,west,1036
Category_001,82012,north,16323
Category_001,82012,south,1018
Category_001,82012,west,996
Category_001,82013,east,32
Category_001,82013,north,22695
Category_001,82013,south,1448
Category_001,82013,west,841
Category_001,82014,east,152
Category_001,82014,north,25755
Category_001,82014,south,1300
Category_001,82014,west,1808
Category_001,82015,north,26755
Category_001,82015,south,2584
Category_001,82015,west,505
Category_001,82016,east,23
Category_001,82016,north,25348
Category_001,82016,south,323
Category_001,82016,west,1066
Category_001,92011,west,28
Category_001,92012,north,18363
Category_001,92012,south,895
Category_001,92012,west,688
Category_001,92013,east,60
Category_001,92013,north,29369
Category_001,92013,south,347
Category_001,92013,west,1210
Category_001,92014,east,121
Category_001,92014,north,27857
Category_001,92014,south,1308
Category_001,92014,west,1044
Category_001,92015,north,25276
Category_001,92015,south,1373
Category_001,92015,west,971
Category_001,92016,east,35
Category_001,92016,north,32277
Category_001,92016,south,372
Category_001,92016,west,740
Category_002,102013,south,29
Category_002,102014,south,32
Category_002,102015,south,43
Category_002,112013,south,11
Category_002,112014,south,20
Category_002,112015,south,6
Category_002,12014,south,22
Category_002,12015,south,19
Category_002,122013,south,16
Category_002,122014,south,16
Category_002,122015,south,46
Category_002,22014,south,4
Category_002,32013,south,60
Category_002,32014,south,28
Category_002,32015,south,7
Category_002,42014,south,4
Category_002,42015,south,13
Category_002,52014,south,6
Category_002,52015,south,43
Category_002,62013,south,9
Category_002,62014,south,42
Category_002,62015,south,23
Category_002,72014,south,23
Category_002,72015,south,6
Category_002,82013,south,45
Category_002,82015,south,2
Category_002,92013,south,31
Category_002,92014,south,7
Category_002,92015,south,15
Category_003,102012,east,1053
Category_003,102012,north,227
Category_003,102012,south,3443
Category_003,102013,east,1602
Category_003,102013,north,814
Category_003,102013,south,6507
Category_003,102014,east,2430
Category_003,102014,north,366
Category_003,102014,south,2137
Category_003,102015,east,5112
Category_003,102015,north,825
Category_003,102015,south,3691
Category_003,102016,east,3564
Category_003,102016,north,1396
Category_003,102016,south,513
Category_003,112012,east,1692
Category_003,112012,north,705
Category_003,112012,south,3640
Category_003,112013,east,1989
Category_003,112013,north,496
Category_003,112013,south,4680
Category_003,112014,east,1584
Category_003,112014,north,187
Category_003,112014,south,5163
Category_003,112015,east,3753
Category_003,112015,north,835
Category_003,112015,south,5490
Category_003,112016,east,4455
Category_003,112016,north,1560
Category_003,112016,south,25
Category_003,12012,east,2556
Category_003,12012,north,1
Category_003,12012,south,3291
Category_003,12013,east,1980
Category_003,12013,north,441
Category_003,12013,south,2020
Category_003,12014,east,1980
Category_003,12014,north,428
Category_003,12014,south,7134
Category_003,12015,east,981
Category_003,12015,north,39
Category_003,12015,south,4049
Category_003,12016,east,2124
Category_003,12016,north,181
Category_003,122011,south,1600
Category_003,122012,east,1323
Category_003,122012,north,254
Category_003,122012,south,3382
Category_003,122013,east,1512
Category_003,122013,north,364
Category_003,122013,south,5850
Category_003,122014,east,1521
Category_003,122014,north,99
Category_003,122014,south,5233
Category_003,122015,east,2358
Category_003,122015,north,395
Category_003,122015,south,8171
Category_003,122016,east,1917
Category_003,122016,north,298
Category_003,122016,south,27
Category_003,22012,east,1719
Category_003,22012,north,17
Category_003,22012,south,4014
Category_003,22013,east,1224
Category_003,22013,north,960
Category_003,22013,south,5352
Category_003,22014,east,2295
Category_003,22014,north,333
Category_003,22014,south,4623
Category_003,22015,east,3510
Category_003,22015,north,633
Category_003,22015,south,3592
Category_003,22016,east,2178
Category_003,22016,north,1458
Category_003,32012,east,2088
Category_003,32012,north,2
Category_003,32012,south,5569
Category_003,32013,east,1737
Category_003,32013,north,1456
Category_003,32013,south,5317
Category_003,32014,east,1773
Category_003,32014,north,94
Category_003,32014,south,8650
Category_003,32015,east,2340
Category_003,32015,north,893
Category_003,32015,south,5976
Category_003,32016,east,2241
Category_003,32016,north,987
Category_003,32016,south,351
Category_003,42012,east,1413
Category_003,42012,north,1
Category_003,42012,south,5830
Category_003,42013,east,972
Category_003,42013,north,689
Category_003,42013,south,3469
Category_003,42014,east,3123
Category_003,42014,north,1102
Category_003,42014,south,3531
Category_003,42015,east,1476
Category_003,42015,north,574
Category_003,42015,south,1778
Category_003,42016,east,1998
Category_003,42016,north,537
Category_003,52011,east,108
Category_003,52012,east,3888
Category_003,52012,north,18
Category_003,52012,south,5066
Category_003,52013,east,2718
Category_003,52013,north,1163
Category_003,52013,south,4389
Category_003,52014,east,1782
Category_003,52014,north,375
Category_003,52014,south,2245
Category_003,52015,east,2151
Category_003,52015,north,448
Category_003,52015,south,5880
Category_003,52016,east,2952
Category_003,52016,north,1463
Category_003,52016,south,371
Category_003,62012,east,2043
Category_003,62012,north,1060
Category_003,62012,south,5281
Category_003,62013,east,1269
Category_003,62013,north,600
Category_003,62013,south,3130
Category_003,62014,east,2943
Category_003,62014,north,1399
Category_003,62014,south,4507
Category_003,62015,east,3132
Category_003,62015,north,988
Category_003,62015,south,6794
Category_003,62016,east,2835
Category_003,62016,north,620
Category_003,72012,east,1026
Category_003,72012,north,436
Category_003,72012,south,4277
Category_003,72013,east,2628
Category_003,72013,north,688
Category_003,72013,south,3619
Category_003,72014,east,666
Category_003,72014,north,336
Category_003,72014,south,4575
Category_003,72015,east,3240
Category_003,72015,north,255
Category_003,72015,south,3229
Category_003,72016,east,3123
Category_003,72016,north,1370
Category_003,82012,east,1035
Category_003,82012,north,409
Category_003,82012,south,1335
Category_003,82013,east,2268
Category_003,82013,north,1037
Category_003,82013,south,8970
Category_003,82014,east,909
Category_003,82014,north,650
Category_003,82014,south,2126
Category_003,82015,east,2385
Category_003,82015,north,1373
Category_003,82015,south,3989
Category_003,82016,east,3591
Category_003,82016,north,999
Category_003,92012,east,2430
Category_003,92012,north,1219
Category_003,92012,south,3313
Category_003,92013,east,1296
Category_003,92013,north,1346
Category_003,92013,south,8385
Category_003,92014,east,999
Category_003,92014,north,267
Category_003,92014,south,4667
Category_003,92015,east,1764
Category_003,92015,north,409
Category_003,92015,south,1812
Category_003,92016,east,2853
Category_003,92016,north,692
Category_003,92016,south,18
Category_004,102012,south,1167
Category_004,102013,south,1660
Category_004,102014,south,1081
Category_004,102015,south,3600
Category_004,112012,south,920
Category_004,112013,south,1700
Category_004,112014,south,1820
Category_004,112015,south,600
Category_004,12012,south,900
Category_004,12013,south,4487
Category_004,12014,south,1619
Category_004,12015,south,618
Category_004,122011,south,2780
Category_004,122012,south,1360
Category_004,122013,south,1160
Category_004,122014,south,3540
Category_004,122015,south,2701
Category_004,22012,south,3260
Category_004,22013,south,40
Category_004,22014,south,780
Category_004,22015,south,2600
Category_004,32012,south,2880
Category_004,32013,south,1420
Category_004,32014,south,2760
Category_004,32015,south,2980
Category_004,42012,south,1220
Category_004,42013,south,2489
Category_004,42014,south,1900
Category_004,42015,south,1700
Category_004,52012,south,270
Category_004,52013,south,2520
Category_004,52014,south,1280
Category_004,52015,south,560
Category_004,62012,south,4500
Category_004,62013,south,1540
Category_004,62014,south,3800
Category_004,62015,south,800
Category_004,72012,south,2140
Category_004,72013,south,1985
Category_004,72014,south,1960
Category_004,72015,south,140
Category_004,82012,south,3220
Category_004,82013,south,4120
Category_004,82014,south,2536
Category_004,82015,south,1580
Category_004,92012,south,1973
Category_004,92013,south,3280
Category_004,92014,south,2100
Category_004,92015,south,3000
Category_005,102012,east,26200
Category_005,102012,north,2091355
Category_005,102012,south,589400
Category_005,102012,west,141700
Category_005,102013,east,23100
Category_005,102013,north,2279535
Category_005,102013,south,863100
Category_005,102013,west,134600
Category_005,102014,east,16600
Category_005,102014,north,2943605
Category_005,102014,south,1472100
Category_005,102014,west,204900
Category_005,102015,east,3700
Category_005,102015,north,2338890
Category_005,102015,south,974400
Category_005,102015,west,115900
Category_005,102016,east,5000
Category_005,102016,north,2241675
Category_005,102016,south,593900
Category_005,102016,west,229400
Category_005,112012,east,20400
Category_005,112012,north,1903655
Category_005,112012,south,728600
Category_005,112012,west,139000
Category_005,112013,east,24400
Category_005,112013,north,2112420
Category_005,112013,south,658900
Category_005,112013,west,129000
Category_005,112014,east,21100
Category_005,112014,north,2354930
Category_005,112014,south,1418900
Category_005,112014,west,225500
Category_005,112015,east,5600
Category_005,112015,north,2458850
Category_005,112015,south,734600
Category_005,112015,west,248700
Category_005,112016,east,7900
Category_005,112016,north,2533335
Category_005,112016,south,903275
Category_005,112016,west,261200
Category_005,12012,east,30000
Category_005,12012,north,1992445
Category_005,12012,south,772300
Category_005,12012,west,125600
Category_005,12013,east,23100
Category_005,12013,north,1755215
Category_005,12013,south,1086025
Category_005,12013,west,102200
Category_005,12014,east,16600
Category_005,12014,north,2195330
Category_005,12014,south,1212500
Category_005,12014,west,354800
Category_005,12015,east,7700
Category_005,12015,north,2386895
Category_005,12015,south,2231900
Category_005,12015,west,313200
Category_005,12016,east,6300
Category_005,12016,north,2084405
Category_005,12016,south,1106900
Category_005,12016,west,271000
Category_005,12017,north,10600
Category_005,122011,north,4950
Category_005,122011,south,652100
Category_005,122011,west,16700
Category_005,122012,east,28900
Category_005,122012,north,1713855
Category_005,122012,south,549900
Category_005,122012,west,191500
Category_005,122013,east,14400
Category_005,122013,north,1948440
Category_005,122013,south,1102600
Category_005,122013,west,175100
Category_005,122014,east,24700
Category_005,122014,north,2513305
Category_005,122014,south,1175400
Category_005,122014,west,226300
Category_005,122015,east,8200
Category_005,122015,north,2127195
Category_005,122015,south,1317400
Category_005,122015,west,260100
Category_005,122016,east,3000
Category_005,122016,north,2417325
Category_005,122016,south,854900
Category_005,122016,west,153400
Category_005,22012,east,36800
Category_005,22012,north,2152250
Category_005,22012,south,752000
Category_005,22012,west,272800
Category_005,22013,east,19000
Category_005,22013,north,1677685
Category_005,22013,south,670600
Category_005,22013,west,126400
Category_005,22014,east,24300
Category_005,22014,north,2091375
Category_005,22014,south,666900
Category_005,22014,west,168700
Category_005,22015,east,18700
Category_005,22015,north,2656965
Category_005,22015,south,1850300
Category_005,22015,west,186700
Category_005,22016,east,14400
Category_005,22016,north,2256865
Category_005,22016,south,750300
Category_005,22016,west,152400
Category_005,32012,east,26600
Category_005,32012,north,2112470
Category_005,32012,south,879400
Category_005,32012,west,232600
Category_005,32013,east,29300
Category_005,32013,north,1940610
Category_005,32013,south,853025
Category_005,32013,west,150500
Category_005,32014,east,14600
Category_005,32014,north,2381855
Category_005,32014,south,1098000
Category_005,32014,west,255000
Category_005,32015,east,10500
Category_005,32015,north,2528220
Category_005,32015,south,1830800
Category_005,32015,west,239400
Category_005,32016,east,14100
Category_005,32016,north,2463145
Category_005,32016,south,708200
Category_005,32016,west,295600
Category_005,42012,east,20700
Category_005,42012,north,1933890
Category_005,42012,south,543400
Category_005,42012,west,128800
Category_005,42013,east,22100
Category_005,42013,north,1790500
Category_005,42013,south,665900
Category_005,42013,west,128900
Category_005,42014,east,25600
Category_005,42014,north,1997030
Category_005,42014,south,1382400
Category_005,42014,west,154800
Category_005,42015,east,19400
Category_005,42015,north,2980790
Category_005,42015,south,604800
Category_005,42015,west,296800
Category_005,42016,east,4700
Category_005,42016,north,2184570
Category_005,42016,south,745800
Category_005,42016,west,356000
Category_005,52012,east,22400
Category_005,52012,north,1887300
Category_005,52012,south,1314800
Category_005,52012,west,255600
Category_005,52013,east,25000
Category_005,52013,north,2050405
Category_005,52013,south,1122000
Category_005,52013,west,248800
Category_005,52014,east,33800
Category_005,52014,north,2429325
Category_005,52014,south,770400
Category_005,52014,west,286700
Category_005,52015,east,12300
Category_005,52015,north,2039385
Category_005,52015,south,898000
Category_005,52015,west,189700
Category_005,52016,east,20100
Category_005,52016,north,1991320
Category_005,52016,south,1118600
Category_005,52016,west,337900
Category_005,62012,east,20600
Category_005,62012,north,2248960
Category_005,62012,south,804200
Category_005,62012,west,195400
Category_005,62013,east,21800
Category_005,62013,north,1889970
Category_005,62013,south,654100
Category_005,62013,west,295600
Category_005,62014,east,20600
Category_005,62014,north,2125820
Category_005,62014,south,1187700
Category_005,62014,west,138500
Category_005,62015,east,10400
Category_005,62015,north,2503645
Category_005,62015,south,813500
Category_005,62015,west,151500
Category_005,62016,east,7500
Category_005,62016,north,2125750
Category_005,62016,south,436200
Category_005,62016,west,165800
Category_005,72012,east,26200
Category_005,72012,north,2019605
Category_005,72012,south,738500
Category_005,72012,west,183300
Category_005,72013,east,24700
Category_005,72013,north,1948470
Category_005,72013,south,972600
Category_005,72013,west,235400
Category_005,72014,east,31900
Category_005,72014,north,2150485
Category_005,72014,south,964100
Category_005,72014,west,307700
Category_005,72015,east,14700
Category_005,72015,north,2510375
Category_005,72015,south,973600
Category_005,72015,west,202100
Category_005,72016,east,11200
Category_005,72016,north,1969550
Category_005,72016,south,408100
Category_005,72016,west,145100
Category_005,82012,east,34000
Category_005,82012,north,1929940
Category_005,82012,south,585900
Category_005,82012,west,189700
Category_005,82013,east,13600
Category_005,82013,north,1769755
Category_005,82013,south,1068850
Category_005,82013,west,150200
Category_005,82014,east,16200
Category_005,82014,north,1829075
Category_005,82014,south,1013000
Category_005,82014,west,171400
Category_005,82015,east,16700
Category_005,82015,north,1883895
Category_005,82015,south,544100
Category_005,82015,west,184000
Category_005,82016,east,24500
Category_005,82016,north,2092315
Category_005,82016,south,757300
Category_005,82016,west,251800
Category_005,92012,east,26100
Category_005,92012,north,1747720
Category_005,92012,south,658900
Category_005,92012,west,173300
Category_005,92013,east,15100
Category_005,92013,north,2042800
Category_005,92013,south,953050
Category_005,92013,west,192700
Category_005,92014,east,34400
Category_005,92014,north,2085210
Category_005,92014,south,1227100
Category_005,92014,west,246900
Category_005,92015,east,13100
Category_005,92015,north,2002715
Category_005,92015,south,1474600
Category_005,92015,west,259600
Category_005,92016,east,9700
Category_005,92016,north,2094250
Category_005,92016,south,636925
Category_005,92016,west,204800
,,,
Category_006,102012,east,189196
Category_006,102012,north,3900467
Category_006,102012,south,716813
Category_006,102012,west,442500
Category_006,102013,east,137396
Category_006,102013,north,7382800
Category_006,102013,south,1076236
Category_006,102013,west,462500
Category_006,102014,east,220581
Category_006,102014,north,7115464
Category_006,102014,south,625105
Category_006,102014,west,540000
Category_006,102015,east,188583
Category_006,102015,north,5220406
Category_006,102015,south,622300
Category_006,102015,west,647500
Category_006,102016,east,162321
Category_006,102016,north,4871930
Category_006,102016,south,237003
Category_006,102016,west,942500
Category_006,112011,east,11
Category_006,112012,east,340284
Category_006,112012,north,4234853
Category_006,112012,south,598759
Category_006,112012,west,112500
Category_006,112013,east,153566
Category_006,112013,north,5698183
Category_006,112013,south,596587
Category_006,112013,west,445000
Category_006,112014,east,243613
Category_006,112014,north,5766499
Category_006,112014,south,943056
Category_006,112014,west,550000
Category_006,112015,east,221393
Category_006,112015,north,5269673
Category_006,112015,south,865718
Category_006,112015,west,685000
Category_006,112016,east,195662
Category_006,112016,north,6766840
Category_006,112016,south,447011
Category_006,112016,west,855000
Category_006,12011,east,2
Category_006,12012,east,208507
Category_006,12012,north,4819440
Category_006,12012,south,899020
Category_006,12012,west,395000
Category_006,12013,east,112422
Category_006,12013,north,4729562
Category_006,12013,south,1179518
Category_006,12013,west,142500
Category_006,12014,east,162141
Category_006,12014,north,4553422
Category_006,12014,south,932939
Category_006,12014,west,1294000
Category_006,12015,east,127224
Category_006,12015,north,6549032
Category_006,12015,south,1101952
Category_006,12015,west,442500
Category_006,12016,east,87280
Category_006,12016,north,4105588
Category_006,12016,south,513526
Category_006,12016,west,687500
Category_006,12017,north,60000
Category_006,12017,west,10000
Category_006,122011,east,21491
Category_006,122011,north,146505
Category_006,122011,south,252500
Category_006,122011,west,70000
Category_006,122012,east,150160
Category_006,122012,north,4056940
Category_006,122012,south,392846
Category_006,122012,west,232500
Category_006,122013,east,86452
Category_006,122013,north,5815386
Category_006,122013,south,632268
Category_006,122013,west,317500
Category_006,122014,east,106374
Category_006,122014,north,6139001
Category_006,122014,south,1299518
Category_006,122014,west,492500
Category_006,122015,east,210030
Category_006,122015,north,5671748
Category_006,122015,south,1066501
Category_006,122015,west,592500
Category_006,122016,east,155041
Category_006,122016,north,5782263
Category_006,122016,south,182003
Category_006,122016,west,632500
Category_006,22012,east,367077
Category_006,22012,north,5239434
Category_006,22012,south,341750
Category_006,22012,west,610000
Category_006,22013,east,177689
Category_006,22013,north,4217056
Category_006,22013,south,509127
Category_006,22013,west,185000
Category_006,22014,east,210841
Category_006,22014,north,4990607
Category_006,22014,south,715362
Category_006,22014,west,272500
Category_006,22015,east,205582
Category_006,22015,north,8004628
Category_006,22015,south,1310067
Category_006,22015,west,587500
Category_006,22016,east,147112
Category_006,22016,north,6246865
Category_006,22016,south,195000
Category_006,22016,west,555000
Category_006,32012,east,203165
Category_006,32012,north,4963644
Category_006,32012,south,476985
Category_006,32012,west,567500
Category_006,32013,east,171652
Category_006,32013,north,4897988
Category_006,32013,south,679287
Category_006,32013,west,287500
Category_006,32014,east,189807
Category_006,32014,north,4698121
Category_006,32014,south,1151493
Category_006,32014,west,500000
Category_006,32015,east,201482
Category_006,32015,north,5904527
Category_006,32015,south,2265720
Category_006,32015,west,607500
Category_006,32016,east,157812
Category_006,32016,north,5507983
Category_006,32016,south,596600
Category_006,32016,west,617500
Category_006,42012,east,227882
Category_006,42012,north,4590762
Category_006,42012,south,521558
Category_006,42012,west,507500
Category_006,42013,east,201688
Category_006,42013,north,5711033
Category_006,42013,south,560725
Category_006,42013,west,610000
Category_006,42014,east,157704
Category_006,42014,north,5349239
Category_006,42014,south,529264
Category_006,42014,west,722500
Category_006,42015,east,256552
Category_006,42015,north,6149022
Category_006,42015,south,463314
Category_006,42015,west,405000
Category_006,42016,east,195671
Category_006,42016,north,5997980
Category_006,42016,south,130000
Category_006,42016,west,140000
Category_006,52012,east,292478
Category_006,52012,north,4648066
Category_006,52012,south,930555
Category_006,52012,west,557500
Category_006,52013,east,189348
Category_006,52013,north,6621483
Category_006,52013,south,370017
Category_006,52013,west,422500
Category_006,52014,east,207493
Category_006,52014,north,4459231
Category_006,52014,south,730128
Category_006,52014,west,637500
Category_006,52015,east,132943
Category_006,52015,north,4723760
Category_006,52015,south,531416
Category_006,52015,west,495000
Category_006,52016,east,203152
Category_006,52016,north,5249272
Category_006,52016,south,126540
Category_006,52016,west,1785000
Category_006,62012,east,293785
Category_006,62012,north,4212774
Category_006,62012,south,662793
Category_006,62012,west,460000
Category_006,62013,east,204573
Category_006,62013,north,4538876
Category_006,62013,south,646142
Category_006,62013,west,542500
Category_006,62014,east,75664
Category_006,62014,north,5187372
Category_006,62014,south,742304
Category_006,62014,west,555000
Category_006,62015,east,233216
Category_006,62015,north,6061300
Category_006,62015,south,743502
Category_006,62015,west,585000
Category_006,62016,east,148712
Category_006,62016,north,7012434
Category_006,62016,south,903102
Category_006,62016,west,1090000
Category_006,72012,east,297978
Category_006,72012,north,3611477
Category_006,72012,south,386981
Category_006,72012,west,450000
Category_006,72013,east,300573
Category_006,72013,north,5505473
Category_006,72013,south,913356
Category_006,72013,west,445000
Category_006,72014,east,243173
Category_006,72014,north,3871328
Category_006,72014,south,1054494
Category_006,72014,west,437500
Category_006,72015,east,172522
Category_006,72015,north,7726481
Category_006,72015,south,1111570
Category_006,72015,west,637500
Category_006,72016,east,194465
Category_006,72016,north,5419922
Category_006,72016,south,150003
Category_006,72016,west,310000
Category_006,82012,east,261886
Category_006,82012,north,4787947
Category_006,82012,south,706083
Category_006,82012,west,255000
Category_006,82013,east,225678
Category_006,82013,north,5048155
Category_006,82013,south,562755
Category_006,82013,west,505000
Category_006,82014,east,155614
Category_006,82014,north,4392318
Category_006,82014,south,800318
Category_006,82014,west,600000
Category_006,82015,east,174862
Category_006,82015,north,5810751
Category_006,82015,south,783022
Category_006,82015,west,392500
Category_006,82016,east,170623
Category_006,82016,north,5408335
Category_006,82016,south,94504
Category_006,82016,west,577500
Category_006,92012,east,212387
Category_006,92012,north,3393862
Category_006,92012,south,372961
Category_006,92012,west,157500
Category_006,92013,east,226593
Category_006,92013,north,5347773
Category_006,92013,south,1037160
Category_006,92013,west,590000
Category_006,92014,east,142494
Category_006,92014,north,5482630
Category_006,92014,south,950819
Category_006,92014,west,347500
Category_006,92015,east,160337
Category_006,92015,north,3741873
Category_006,92015,south,991736
Category_006,92015,west,1070000
Category_006,92016,east,141432
Category_006,92016,north,5378926
Category_006,92016,south,130001
Category_006,92016,west,1060000
,,,
Category_007,102011,south,2
Category_007,102012,east,40810
Category_007,102012,north,2150160
Category_007,102012,south,103081
Category_007,102012,west,74995
Category_007,102013,east,49767
Category_007,102013,north,2320388
Category_007,102013,south,167920
Category_007,102013,west,72448
Category_007,102014,east,64977
Category_007,102014,north,2546957
Category_007,102014,south,197666
Category_007,102014,west,131621
Category_007,102015,east,63988
Category_007,102015,north,1287958
Category_007,102015,south,200476
Category_007,102015,west,155014
Category_007,102016,east,51935
Category_007,102016,north,1544187
Category_007,102016,south,6688
Category_007,102016,west,150192
Category_007,112011,east,500
Category_007,112011,north,2040
Category_007,112011,west,2
Category_007,112012,east,38540
Category_007,112012,north,2059829
Category_007,112012,south,115071
Category_007,112012,west,110789
Category_007,112013,east,48981
Category_007,112013,north,2149227
Category_007,112013,south,130739
Category_007,112013,west,106033
Category_007,112014,east,40214
Category_007,112014,north,1513651
Category_007,112014,south,181729
Category_007,112014,west,90888
Category_007,112015,east,72991
Category_007,112015,north,1165766
Category_007,112015,south,116334
Category_007,112015,west,168356
Category_007,112016,east,82126
Category_007,112016,north,869633
Category_007,112016,south,8138
Category_007,112016,west,301853
Category_007,12012,east,47362
Category_007,12012,north,1912322
Category_007,12012,south,67282
Category_007,12012,west,34429
Category_007,12013,east,40240
Category_007,12013,north,2213110
Category_007,12013,south,153579
Category_007,12013,west,110805
Category_007,12014,east,34122
Category_007,12014,north,2344065
Category_007,12014,south,103159
Category_007,12014,west,103920
Category_007,12015,east,53059
Category_007,12015,north,1446365
Category_007,12015,south,181690
Category_007,12015,west,97702
Category_007,12016,east,32620
Category_007,12016,north,1463337
Category_007,12016,south,8687
Category_007,12016,west,148661
Category_007,12017,north,124
Category_007,12017,west,2348
Category_007,122011,east,1556
Category_007,122011,north,9722
Category_007,122011,south,411
Category_007,122011,west,14331
Category_007,122012,east,37961
Category_007,122012,north,1200392
Category_007,122012,south,72428
Category_007,122012,west,157873
Category_007,122013,east,30409
Category_007,122013,north,1859833
Category_007,122013,south,142564
Category_007,122013,west,120777
Category_007,122014,east,28896
Category_007,122014,north,1538027
Category_007,122014,south,131379
Category_007,122014,west,119358
Category_007,122015,east,38142
Category_007,122015,north,1490171
Category_007,122015,south,97491
Category_007,122015,west,180156
Category_007,122016,east,38069
Category_007,122016,north,1596064
Category_007,122016,south,4002
Category_007,122016,west,123572
Category_007,22012,east,50462
Category_007,22012,north,2166958
Category_007,22012,south,166623
Category_007,22012,west,41145
Category_007,22013,east,35218
Category_007,22013,north,3076472
Category_007,22013,south,94367
Category_007,22013,west,115260
Category_007,22014,east,35952
Category_007,22014,north,2208310
Category_007,22014,south,159574
Category_007,22014,west,51825
Category_007,22015,east,71956
Category_007,22015,north,1818035
Category_007,22015,south,97311
Category_007,22015,west,107609
Category_007,22016,east,51135
Category_007,22016,north,1854274
Category_007,22016,south,2918
Category_007,22016,west,15039
Category_007,32012,east,42975
Category_007,32012,north,2219944
